"person_gender","person_education","loan_int_rate","loan_percent_income","credit_score","loan_status"
"female","Bachelor",11.01,0.18,681,0
"male","High School",8.49,0.06,516,1
"male","Bachelor",11.01,0.18,628,0
"male","Master",12.98,0.18,631,0
"female","Associate",11.11,0.05,678,1
"male","Master",13.06,0.17,672,0
"male","High School",11.36,0.09,535,0
"male","Bachelor",16.45,0.21,611,1
"female","Bachelor",13.99,0.14,515,1
"female","Bachelor",15.23,0.09,681,0
"female","Master",7.88,0.16,557,0
"female","Associate",15.99,0.12,568,0
"male","Master",13.16,0.12,675,0
"male","High School",6.17,0.15,629,0
"female","Bachelor",7.68,0.24,610,0
"female","Bachelor",14.65,0.09,580,1
"female","High School",19.13,0.29,637,1
"male","Bachelor",5.99,0.23,632,1
"male","High School",8.94,0.16,561,0
"male","High School",16,0.08,661,1
"male","Associate",11.99,0.11,689,0
"male","Master",12.53,0.11,643,0
"male","Bachelor",15.33,0.32,665,0
"female","Bachelor",11.01,0.09,686,0
"male","Bachelor",7.9,0.08,661,0
"male","Bachelor",5.42,0.21,720,0
"male","Associate",11.71,0.15,614,0
"female","Bachelor",10.99,0.05,565,0
"male","High School",14.26,0.17,696,0
"male","Master",6.62,0.17,682,1
"female","Associate",14.27,0.22,557,0
"female","High School",15.68,0.06,625,1
"male","Master",6.54,0.07,641,0
"female","Bachelor",5.42,0.15,677,0
"male","Bachelor",13.49,0.21,594,0
"female","Bachelor",8.9,0.14,706,0
"female","Bachelor",13.06,0.07,648,0
"male","Master",13.47,0.04,573,0
"male","Bachelor",7.9,0.09,704,0
"male","High School",17.15,0.23,638,1
"male","Associate",10.59,0.08,676,0
"male","High School",13.48,0.25,572,0
"male","High School",17.27,0.1,616,1
"male","Associate",16.32,0.12,593,1
"female","Bachelor",13.49,0.08,560,0
"male","Master",14.27,0.19,574,1
"female","Associate",6.76,0.04,610,0
"male","Bachelor",11.01,0.26,603,0
"male","Associate",15.27,0.17,609,0
"male","Associate",16,0.11,715,0
"male","Bachelor",13.16,0.06,542,0
"male","High School",11.01,0.09,680,0
"male","Associate",8.59,0.15,677,0
"male","Associate",15.65,0.08,577,0
"male","Associate",8.59,0.01,657,0
"male","Bachelor",12.18,0.07,597,1
"female","Bachelor",11.01,0.03,719,0
"female","High School",11.01,0.29,492,1
"male","Master",6.17,0.1,727,0
"male","High School",11.49,0.13,572,0
"female","High School",12.53,0.14,624,0
"female","Associate",6.03,0.24,586,0
"female","Associate",11.01,0.14,603,0
"male","Bachelor",14.65,0.23,603,0
"female","High School",16.45,0.16,681,1
"female","Associate",14.11,0.17,692,1
"male","High School",7.68,0.03,626,0
"male","Master",18.84,0.23,619,1
"male","High School",6.91,0.13,616,0
"male","High School",10.99,0.09,642,0
"female","Bachelor",18.99,0.26,655,1
"female","Associate",15.33,0.14,605,0
"male","High School",14.61,0.22,608,0
"male","Bachelor",11.58,0.1,619,0
"male","High School",13.22,0.09,691,0
"female","High School",9.45,0.18,631,0
"female","Bachelor",9.88,0.31,647,1
"female","Bachelor",10.62,0.17,562,0
"male","Bachelor",6.62,0.13,697,0
"male","Associate",11.49,0.06,583,0
"female","High School",11.01,0.05,471,0
"female","Associate",6.99,0.09,625,0
"male","Associate",10.25,0.24,647,0
"female","Associate",10.38,0.13,626,0
"female","Master",17.19,0.11,624,1
"female","Bachelor",11.01,0.07,601,1
"male","Bachelor",10.39,0.1,613,0
"male","High School",16.49,0.28,638,0
"male","Master",14.11,0.18,570,1
"female","High School",11.66,0.15,537,0
"male","High School",11.86,0.11,674,0
"male","Master",13.99,0.14,693,1
"male","High School",8.49,0.15,630,1
"female","Master",12.98,0.04,588,0
"male","Associate",5.42,0.04,615,0
"male","Bachelor",12.23,0.21,550,0
"female","High School",11.71,0.17,650,0
"female","Bachelor",11.36,0.09,570,0
"male","High School",11.01,0.04,583,0
"female","Bachelor",9.88,0.24,703,0
"male","Master",5.42,0.14,662,0
"male","Bachelor",11.46,0.13,661,1
"male","High School",5.79,0.1,638,0
"male","Associate",14.42,0.21,646,1
"female","High School",10.37,0.13,621,0
"male","Associate",10.59,0.05,607,0
"male","Bachelor",15.57,0.33,687,1
"male","High School",15.58,0.02,660,1
"male","Master",12.53,0.14,675,0
"male","Bachelor",14.22,0.03,663,0
"male","High School",7.51,0.16,668,1
"male","Bachelor",13.57,0.17,685,0
"female","Bachelor",5.79,0.15,698,0
"female","Bachelor",12.99,0.32,641,0
"male","Associate",7.29,0.12,586,0
"male","Associate",11.66,0.18,637,0
"female","Bachelor",7.51,0.14,612,0
"male","Master",11.01,0.02,620,0
"female","Master",11.36,0.11,625,0
"female","Associate",7.51,0.09,650,0
"female","High School",12.53,0.14,642,0
"female","High School",12.53,0.14,623,0
"female","Associate",8.94,0.08,628,1
"male","Associate",11.86,0.2,658,0
"female","Associate",9.99,0.09,629,0
"female","Associate",11.01,0.16,626,0
"male","Bachelor",11.01,0.2,535,0
"male","High School",10.99,0.34,567,0
"female","Master",11.99,0.15,679,0
"male","High School",6.92,0.14,630,0
"male","High School",11.12,0.22,568,0
"male","Bachelor",6.62,0.32,675,0
"male","Master",7.49,0.11,695,0
"male","High School",11.36,0.14,590,1
"female","Bachelor",6.92,0.04,685,0
"male","High School",17.51,0.26,634,1
"male","High School",5.42,0.16,622,0
"male","Associate",14.96,0.04,605,0
"male","Associate",16.77,0.3,667,1
"male","High School",11.01,0.2,620,0
"male","High School",6.99,0.41,536,0
"male","Associate",11.71,0.23,679,0
"female","Master",11.01,0.12,702,0
"male","Bachelor",14.91,0.16,572,0
"female","Bachelor",7.29,0.12,665,0
"male","Bachelor",11.34,0.05,660,0
"male","Associate",6.62,0.2,567,0
"male","Master",7.51,0.2,602,0
"female","High School",12.69,0.16,596,1
"male","Bachelor",12.42,0.18,610,0
"male","Associate",15.65,0.23,518,1
"male","Bachelor",15.05,0.11,686,1
"male","Associate",15.33,0.21,622,1
"female","Bachelor",13.57,0.31,682,1
"female","High School",5.42,0.06,560,0
"female","High School",11.01,0.08,494,0
"male","Master",7.68,0.01,700,0
"male","High School",9.99,0.06,621,0
"male","Bachelor",16.35,0.05,672,0
"female","Master",11.01,0.08,668,0
"male","Associate",5.42,0.13,702,1
"male","High School",12.99,0.1,630,0
"male","Bachelor",8.9,0.09,629,0
"female","Master",19.69,0.19,608,1
"female","Bachelor",11.01,0.19,553,0
"female","Bachelor",11.01,0.09,672,0
"female","High School",9.91,0.38,576,1
"female","Associate",11.01,0.28,681,1
"male","Bachelor",18.25,0.22,669,0
"female","Bachelor",16,0.15,591,1
"female","High School",20,0.27,624,1
"male","Master",8.9,0.08,688,0
"female","Associate",10.36,0.2,602,0
"female","Associate",7.49,0.02,656,0
"male","Bachelor",18.64,0.26,672,1
"female","Associate",5.42,0.07,589,0
"female","High School",10.59,0.15,609,0
"female","High School",5.79,0.06,624,0
"male","Bachelor",7.88,0.02,640,0
"female","High School",10.65,0.12,565,0
"female","Master",11.14,0.04,654,0
"female","Bachelor",11.01,0.12,677,0
"male","High School",8.88,0.48,538,1
"male","Associate",15.05,0.21,583,0
"male","Bachelor",14.09,0.12,625,1
"male","Bachelor",14.96,0.14,596,1
"female","High School",11.01,0.08,653,0
"male","Bachelor",11.71,0.3,634,0
"female","Associate",8.94,0.04,598,0
"male","High School",10.74,0.15,613,0
"male","High School",10.71,0.15,677,0
"male","Bachelor",12.84,0.17,651,0
"female","Bachelor",7.29,0.22,658,0
"female","Bachelor",10.65,0.07,621,0
"female","Associate",8.59,0.06,578,0
"female","Bachelor",12.84,0.07,711,1
"male","High School",7.66,0.43,521,1
"female","Bachelor",9.45,0.12,609,0
"male","High School",12.61,0.12,665,0
"female","Bachelor",6.03,0.08,580,0
"male","High School",10,0.29,573,1
"female","High School",11.71,0.04,618,0
"female","Bachelor",14.27,0.04,579,0
"male","Master",7.74,0.05,571,0
"male","Associate",6.91,0.22,582,0
"female","High School",9.25,0.04,673,0
"male","High School",13.24,0.07,490,1
"male","Master",11.01,0.14,656,1
"male","Master",11.01,0.01,650,0
"female","High School",12.42,0.28,512,0
"female","Associate",10.37,0.14,657,0
"female","High School",13.16,0.16,584,1
"male","Associate",11.11,0.1,637,0
"male","Associate",11.01,0.32,553,1
"female","Master",6.54,0.25,617,1
"female","High School",10.99,0.16,608,0
"female","Bachelor",5.79,0.15,652,0
"male","Associate",10.65,0.2,603,0
"male","Bachelor",7.51,0.08,658,0
"female","High School",9.99,0.08,615,0
"female","Associate",12.23,0.26,635,1
"female","Bachelor",10.59,0.04,598,0
"male","High School",11.71,0.21,535,0
"male","Bachelor",12.73,0.27,632,1
"male","Bachelor",14.11,0.01,550,0
"female","High School",7.9,0.09,641,0
"female","Master",13.85,0.12,709,0
"female","High School",10.59,0.21,503,0
"male","Master",9.63,0.17,705,0
"male","Bachelor",11.99,0.08,686,0
"female","Associate",10.65,0.12,678,1
"male","Associate",6.76,0.1,616,0
"male","Master",11.49,0.12,611,0
"female","Associate",11.01,0.17,672,1
"male","High School",9.76,0.09,566,0
"female","High School",8.9,0.25,574,0
"female","Master",7.51,0.16,670,0
"female","Associate",9.88,0.16,610,0
"male","High School",7.9,0.13,645,1
"female","Master",11.49,0.12,630,0
"male","Master",8.49,0.14,631,1
"male","High School",7.37,0.02,647,0
"male","High School",13.98,0.06,614,0
"female","High School",8.32,0.06,634,0
"male","High School",14.54,0.12,597,0
"male","Master",5.42,0.03,687,0
"male","Bachelor",7.68,0.1,565,0
"female","Master",16.49,0.18,706,1
"male","Associate",7.9,0.05,628,0
"female","Associate",10.38,0.3,636,1
"female","High School",14.22,0.1,608,0
"male","Bachelor",13.11,0.09,657,0
"male","Master",9.76,0.11,638,0
"female","Associate",12.68,0.16,613,0
"male","High School",14.74,0.29,476,1
"male","Bachelor",10.62,0.24,682,0
"male","Bachelor",13.11,0.07,676,0
"male","High School",15.62,0.08,626,1
"female","Bachelor",7.88,0.19,678,0
"male","Associate",11.01,0.08,599,0
"female","Bachelor",6.17,0.12,679,0
"male","Bachelor",13.16,0.21,610,0
"female","Associate",7.66,0.23,614,0
"female","Master",11.48,0.26,668,0
"male","High School",15.62,0.05,628,0
"male","High School",18.53,0.08,540,1
"male","Bachelor",5.79,0.08,654,0
"male","High School",11.49,0.09,630,1
"male","High School",15.33,0.21,572,1
"male","Associate",13.22,0.15,589,0
"male","Bachelor",7.88,0.16,712,0
"male","Bachelor",12.53,0.09,522,1
"male","Bachelor",13.79,0.24,625,1
"male","Master",8.94,0.1,577,0
"male","Master",19.29,0.27,658,1
"male","Bachelor",14.46,0.11,657,1
"male","Bachelor",9.88,0.17,625,0
"female","Master",13.92,0.06,710,0
"male","Bachelor",11.99,0.07,575,0
"female","Bachelor",11.01,0.08,588,0
"female","High School",9.62,0.02,545,0
"male","Bachelor",13.85,0.18,692,0
"male","High School",12.68,0.17,601,0
"female","Bachelor",10.65,0.09,675,0
"female","High School",8.94,0.15,640,1
"male","Bachelor",8.49,0.04,619,0
"female","Associate",16.7,0.27,640,1
"female","Bachelor",10.65,0.03,700,0
"male","Bachelor",7.29,0.02,638,0
"female","Associate",7.66,0.23,585,0
"male","Master",7.9,0.24,609,0
"male","Bachelor",5.42,0.5,635,1
"male","Bachelor",10.38,0.05,619,0
"male","Associate",11.99,0.1,623,0
"male","High School",7.29,0.02,585,0
"male","Master",13.23,0.26,662,0
"female","Bachelor",6.76,0.07,636,0
"male","Associate",15.65,0.19,447,1
"female","Associate",9.38,0.21,640,0
"female","Associate",16.7,0.29,693,1
"female","Associate",10.25,0.12,659,0
"male","Bachelor",9.62,0.29,684,0
"male","High School",9.99,0.14,569,0
"female","Associate",6.92,0.22,678,0
"male","High School",14.96,0.24,625,1
"female","High School",9.45,0.2,587,0
"female","High School",9.91,0.1,640,0
"male","High School",14.26,0.21,522,0
"male","High School",9.91,0.06,686,0
"female","High School",16.49,0.17,686,1
"female","Bachelor",6.92,0.07,662,0
"male","Master",10.59,0.11,656,0
"female","High School",12.23,0.16,594,0
"male","High School",10.75,0.23,554,0
"female","High School",13.47,0.11,580,0
"female","High School",15.95,0.15,635,1
"female","Associate",9.63,0.16,608,0
"male","Bachelor",12.99,0.23,689,0
"female","Associate",10.99,0.13,652,0
"female","Master",10.37,0.11,531,0
"male","Bachelor",7.14,0.1,676,0
"male","Bachelor",11.01,0.28,618,0
"male","Associate",11.49,0.11,673,0
"female","Bachelor",12.23,0.16,618,0
"male","Bachelor",13.85,0.12,623,0
"female","Bachelor",11.01,0.21,624,0
"male","Master",10.59,0.05,623,0
"female","High School",10,0.06,602,0
"male","Bachelor",10.99,0.22,594,0
"male","Bachelor",11.01,0.22,638,1
"female","Associate",8.49,0.05,594,0
"male","High School",12.53,0.16,621,0
"female","Bachelor",10.99,0.18,604,1
"female","Associate",9.99,0.07,614,0
"female","Associate",12.23,0.06,660,0
"female","Bachelor",15.21,0.29,671,1
"female","Associate",7.88,0.17,647,0
"male","Associate",13.11,0.16,678,0
"female","Bachelor",14.35,0.12,576,0
"male","Bachelor",13.79,0.21,585,0
"male","Associate",7.29,0.1,673,0
"male","Associate",13.57,0.2,618,0
"male","Master",11.36,0.16,670,0
"male","Associate",6.62,0.03,584,0
"male","Associate",6.54,0.19,675,0
"female","Bachelor",13.99,0.07,679,0
"male","High School",10.99,0.16,606,0
"male","High School",12.73,0.15,631,0
"male","Master",9.62,0.12,696,0
"male","High School",13.49,0.36,611,1
"female","Associate",16.63,0.18,647,0
"male","Bachelor",16.29,0.09,650,1
"female","Associate",6.76,0.14,595,0
"male","High School",9.76,0.27,623,1
"female","Master",14.59,0.13,575,1
"male","Associate",11.01,0.21,579,0
"female","Bachelor",7.51,0.09,658,0
"female","Bachelor",7.49,0.1,547,0
"female","Associate",15.27,0.14,612,1
"male","High School",11.49,0.11,612,0
"female","High School",11.99,0.12,625,0
"female","High School",15.99,0.07,657,1
"male","Master",7.14,0.16,660,0
"male","Master",5.99,0.09,649,0
"male","Associate",9.91,0.15,657,1
"male","High School",6.99,0.12,654,0
"male","Master",7.88,0.07,703,0
"male","High School",15.27,0.11,659,0
"male","Associate",8.59,0.14,663,0
"male","Associate",9.32,0.16,653,0
"male","Master",11.22,0.37,640,1
"female","Associate",8.59,0.06,609,0
"male","Master",7.51,0.25,646,0
"female","High School",14.96,0.3,506,1
"female","Associate",12.69,0.21,608,0
"female","Bachelor",13.11,0.21,570,1
"female","Bachelor",11.01,0.08,624,1
"male","Master",11.78,0.1,644,1
"male","High School",10.37,0.15,606,0
"male","High School",14.83,0.32,686,1
"male","High School",13.24,0.17,543,1
"male","Bachelor",8.49,0.06,682,0
"male","Bachelor",13.22,0.12,697,0
"male","Associate",10.65,0.07,590,0
"female","Associate",18.25,0.12,677,0
"female","Bachelor",5.79,0.03,631,0
"male","High School",10.38,0.08,634,0
"male","Associate",9.63,0.17,625,0
"male","Bachelor",11.48,0.07,636,0
"male","Associate",7.9,0.09,515,0
"male","Bachelor",9.99,0.12,679,1
"male","High School",6.91,0.16,583,0
"female","Master",14.72,0.03,727,0
"female","High School",7.88,0.12,634,0
"female","Associate",11.01,0.14,658,0
"female","Bachelor",7.4,0.14,525,1
"male","Master",11.36,0.16,662,0
"male","Bachelor",12.84,0.09,596,0
"male","High School",16.7,0.24,544,1
"male","Associate",13.43,0.35,557,1
"male","Bachelor",8.9,0.14,673,0
"female","High School",14.75,0.18,678,0
"male","High School",11.49,0.04,595,0
"male","Master",14.72,0.05,660,0
"female","High School",14.22,0.31,590,1
"male","High School",16.49,0.15,614,0
"male","High School",9.63,0.36,624,0
"female","Master",11.01,0.11,649,0
"female","High School",6.62,0.27,581,1
"female","Associate",12.69,0.2,604,0
"male","Bachelor",16.77,0.16,680,1
"male","Master",6.62,0.08,705,0
"male","Master",17.99,0.17,652,1
"male","High School",7.12,0.04,489,0
"female","Bachelor",11.89,0.18,585,0
"male","Master",14.96,0.18,628,1
"male","Master",10.37,0.02,661,0
"female","Bachelor",12.87,0.12,653,0
"male","High School",7.68,0.1,673,0
"female","Bachelor",13.06,0.07,592,0
"male","Associate",9.99,0.06,536,0
"female","Associate",10.99,0.04,560,0
"female","Bachelor",11.01,0.1,583,0
"female","High School",12.18,0.19,572,0
"female","Bachelor",11.28,0.07,651,0
"female","High School",13.49,0.16,542,0
"male","Master",15.28,0.05,586,0
"female","High School",12.21,0.16,585,0
"male","Bachelor",11.86,0.02,692,0
"male","Bachelor",13.85,0.22,637,0
"female","Associate",13.79,0.31,663,0
"female","Bachelor",8.49,0.36,570,0
"female","High School",13.16,0.19,667,0
"male","Bachelor",10.99,0.18,619,0
"female","Associate",7.49,0.15,584,0
"male","Bachelor",12.18,0.04,665,0
"male","Bachelor",10.99,0.2,582,0
"female","Bachelor",6.03,0.29,648,0
"male","Bachelor",11.01,0.06,580,0
"male","High School",16.29,0.11,612,1
"female","Associate",6.62,0.08,573,1
"male","Master",9.63,0.1,676,0
"male","Master",5.42,0.04,654,0
"male","Associate",9.99,0.23,507,0
"female","Bachelor",10.65,0.34,688,1
"male","High School",10.39,0.06,581,0
"male","Bachelor",13.06,0.04,657,0
"male","High School",11.71,0.11,582,0
"male","Master",7.66,0.11,653,0
"female","High School",10.38,0.14,637,0
"female","High School",11.01,0.05,638,0
"male","Associate",5.42,0.2,657,0
"male","High School",11.01,0.04,592,0
"male","Associate",13.98,0.19,563,0
"male","High School",7.9,0.18,570,0
"male","High School",11.49,0.3,533,1
"female","High School",8.63,0.13,588,0
"female","Master",7.49,0.03,647,0
"female","High School",11.71,0.09,640,0
"male","High School",10.08,0.14,664,1
"female","High School",11.01,0.13,570,1
"female","Bachelor",15.33,0.31,661,1
"male","Master",6.54,0.29,574,1
"female","High School",12.61,0.1,666,0
"female","Master",10.25,0.03,610,0
"female","Master",10.38,0.09,582,0
"male","Master",6.03,0.11,577,0
"female","High School",14.91,0.2,577,1
"female","High School",11.89,0.26,652,1
"male","High School",13.06,0.15,664,0
"female","High School",7.51,0.01,613,0
"male","Bachelor",9.99,0,609,0
"female","Associate",8.9,0.41,650,1
"male","Bachelor",8.49,0.37,564,1
"male","Associate",11.12,0.25,662,1
"male","Bachelor",15.62,0.36,660,1
"female","Master",12.68,0.36,680,1
"female","Associate",17.19,0.01,705,1
"male","Bachelor",11.99,0.34,671,1
"female","Master",19.29,0.4,656,1
"male","High School",18.25,0.33,576,1
"male","Associate",16.11,0.29,645,1
"male","High School",10.36,0.41,659,1
"male","Master",11.36,0,631,0
"male","Master",13.85,0.03,670,0
"male","High School",12.29,0.01,549,0
"male","Bachelor",15.62,0.01,561,1
"male","High School",10.59,0.24,655,0
"female","Bachelor",14.72,0.36,619,1
"male","High School",18.64,0.21,664,1
"female","High School",11.01,0.19,598,0
"female","High School",9.99,0.17,480,1
"male","High School",14.27,0.18,553,0
"male","Master",18.25,0.19,686,1
"male","High School",6.03,0.03,606,0
"male","Associate",7.49,0.06,700,0
"female","Bachelor",11.12,0.05,721,0
"male","Bachelor",16.77,0.09,649,1
"male","High School",10.99,0.07,568,0
"male","Associate",11.26,0.02,603,0
"female","Associate",11.49,0.18,679,0
"male","Master",13.06,0.17,672,0
"male","Bachelor",7.29,0.12,609,0
"male","Associate",10.59,0.35,649,1
"male","Master",10.78,0.15,659,1
"male","Associate",6.62,0.08,592,0
"female","High School",14.65,0.02,613,0
"female","High School",11.01,0.05,575,0
"female","Bachelor",17.49,0.08,676,0
"male","Associate",17.8,0.06,656,1
"female","Bachelor",12.41,0.04,663,1
"male","Associate",11.83,0.06,569,0
"male","Bachelor",18.3,0.06,668,0
"female","Associate",13.06,0.01,662,0
"male","Bachelor",12.68,0.04,699,0
"female","High School",10.99,0.38,593,1
"male","Associate",6.39,0.16,620,1
"male","Master",12.73,0.12,577,0
"female","High School",11.99,0.36,612,1
"male","Bachelor",8.49,0.24,570,0
"male","Bachelor",11.01,0.34,632,1
"female","High School",14.26,0.03,643,0
"female","Master",17.58,0.1,657,0
"male","Associate",14.27,0.03,630,0
"male","Bachelor",10.65,0.01,643,0
"female","Bachelor",11.71,0.4,719,1
"male","Bachelor",10.65,0.33,691,1
"male","Associate",12.42,0.31,642,1
"male","Bachelor",6.62,0.31,661,1
"male","Master",10.74,0.04,618,0
"female","Associate",14.09,0.03,680,1
"male","Associate",14.83,0.07,619,0
"female","High School",14.83,0.07,614,1
"male","High School",17.93,0.07,618,1
"male","Bachelor",5.99,0.24,651,0
"female","High School",17.49,0.22,674,0
"male","Associate",6.62,0.09,594,0
"female","Associate",11.71,0.06,702,0
"male","Bachelor",13.99,0.03,671,0
"male","Bachelor",17.93,0.09,689,1
"female","High School",16.32,0.07,669,0
"female","Master",11.01,0.01,586,0
"female","High School",12.99,0.06,640,0
"female","High School",12.99,0.04,678,0
"female","Associate",11.36,0.06,648,0
"male","Master",9.62,0.19,596,1
"female","Associate",16.29,0.19,664,1
"male","Associate",13.85,0.08,697,0
"male","Associate",7.51,0.06,625,0
"male","Associate",18.64,0.11,632,1
"male","Bachelor",19.69,0.11,601,0
"female","Bachelor",11.26,0.06,654,0
"female","High School",10.36,0.08,674,0
"female","High School",11.11,0.34,566,1
"female","Master",8.9,0.16,699,0
"female","Associate",12.69,0.29,640,1
"male","Bachelor",7.49,0.27,481,1
"male","Bachelor",10.75,0.13,711,1
"female","Bachelor",10.37,0.06,692,0
"male","Master",8.94,0.06,701,0
"female","Associate",13.57,0.08,694,0
"female","Associate",5.99,0.09,562,0
"female","Bachelor",11.71,0.12,690,0
"male","Associate",17.27,0.04,588,1
"female","Bachelor",7.9,0.35,541,1
"female","Bachelor",10.99,0.21,715,1
"male","Master",14.59,0.1,694,1
"male","Bachelor",7.51,0.03,667,0
"female","Associate",14.22,0.01,699,0
"female","Associate",9.88,0.05,657,0
"female","Associate",7.9,0.24,563,0
"male","Bachelor",11.14,0.3,611,1
"male","Associate",7.9,0.21,618,0
"male","Associate",9.91,0.2,578,0
"female","Associate",18.62,0.26,591,1
"male","Master",14.42,0.52,505,1
"female","Doctorate",7.9,0.12,695,0
"female","Associate",7.51,0.03,695,0
"male","Master",5.42,0.02,645,0
"female","High School",8.49,0.03,649,0
"female","High School",16.49,0.1,537,0
"female","Associate",11.01,0.03,560,0
"male","High School",14.91,0.13,645,1
"male","Bachelor",7.88,0.02,615,0
"female","Associate",7.88,0.06,680,0
"male","Associate",11.83,0.09,686,1
"male","Associate",10.99,0.41,653,1
"female","High School",11.01,0.19,697,0
"male","Bachelor",15.96,0.17,667,0
"female","Bachelor",15.99,0.37,577,1
"female","Bachelor",9.91,0.01,536,0
"male","Master",11.01,0.13,713,0
"female","Associate",7.49,0.03,588,0
"male","Associate",10.25,0.51,638,1
"female","Bachelor",15.7,0.44,645,1
"female","Bachelor",9.99,0.43,619,1
"female","Master",12.42,0.09,694,0
"female","High School",8.49,0.11,667,0
"male","Bachelor",9.99,0.03,597,0
"male","Bachelor",10.59,0.43,564,1
"male","Associate",15.31,0.09,678,0
"female","Bachelor",11.01,0.09,499,0
"female","Associate",13.92,0.06,612,0
"female","Bachelor",11.01,0.05,565,0
"male","Master",13.92,0.07,586,0
"male","Bachelor",7.75,0.02,651,0
"male","Master",13.11,0.41,643,1
"male","Master",19.41,0.06,696,0
"female","Bachelor",6.54,0.08,636,0
"female","High School",8.9,0.05,635,0
"female","Master",16.02,0.06,594,0
"male","Bachelor",11.99,0.08,676,0
"male","Master",11.86,0.39,569,1
"female","Bachelor",10.74,0.38,669,1
"male","Associate",13.61,0.43,603,1
"male","Bachelor",11.49,0.09,593,0
"male","High School",11.01,0.06,563,1
"male","Associate",12.87,0.1,613,0
"female","Bachelor",14.84,0.06,614,0
"female","Bachelor",10.62,0.09,522,0
"female","Bachelor",15.65,0.38,633,1
"male","Associate",11.36,0.42,647,1
"male","Bachelor",9.63,0.4,635,1
"male","Associate",15.31,0.1,554,0
"male","High School",11.83,0.07,590,0
"female","Bachelor",9.63,0.05,705,0
"male","Associate",20,0.13,675,1
"female","Associate",14.46,0.05,580,0
"female","Master",10.59,0.12,551,0
"female","High School",11.01,0.08,679,0
"female","Associate",11.36,0.36,617,1
"female","Master",8.9,0.34,663,1
"female","Master",13.49,0.34,558,1
"female","Master",11.83,0.08,616,0
"female","High School",7.68,0.02,677,0
"female","Master",12.69,0.04,638,0
"male","High School",6.03,0.06,550,0
"female","Associate",19.03,0.15,645,0
"female","Bachelor",7.9,0.1,645,0
"male","Associate",8.9,0.1,658,0
"female","High School",8.9,0.12,680,0
"female","Master",8.9,0.06,686,0
"male","Bachelor",11.01,0.34,679,1
"female","Bachelor",9.91,0.34,692,1
"male","Master",6.99,0.04,653,0
"female","Master",10.99,0.07,718,0
"female","Bachelor",16.49,0.02,695,1
"male","Master",11.36,0.32,667,1
"male","Bachelor",10.25,0.33,633,1
"male","Bachelor",10.38,0.32,590,1
"female","Bachelor",11.01,0.32,633,1
"female","Bachelor",7.51,0.31,644,1
"male","High School",9.88,0.06,565,0
"male","Bachelor",11.36,0.04,516,0
"female","Master",15.33,0.1,653,0
"female","Bachelor",7.51,0.04,666,0
"male","Master",10.62,0.11,664,1
"male","Bachelor",11.48,0.31,669,1
"male","High School",11.14,0.06,614,0
"female","Master",11.48,0.1,676,0
"female","Doctorate",11.83,0.02,529,0
"male","Bachelor",12.18,0.11,697,1
"male","Bachelor",7.74,0.02,636,0
"female","Associate",8.59,0.04,699,0
"female","Bachelor",12.53,0.1,696,0
"male","Master",11.48,0.08,718,0
"male","High School",14.09,0.3,645,1
"male","Associate",15.95,0.29,655,1
"male","Bachelor",11.71,0.29,595,1
"female","Master",14.79,0.11,648,0
"male","Associate",15.2,0.32,596,1
"female","Bachelor",14.83,0.29,670,1
"male","High School",16.32,0.29,590,1
"female","High School",10.75,0.29,630,1
"female","Bachelor",17.19,0.36,661,1
"female","High School",10.38,0.28,603,1
"male","High School",15.95,0.3,613,1
"female","Bachelor",15.2,0.27,688,1
"male","Associate",10.38,0.28,576,1
"male","Bachelor",14.27,0.06,626,0
"female","Master",11.99,0.04,708,0
"female","Associate",11.01,0.09,578,0
"female","Bachelor",6.62,0.02,649,0
"male","Bachelor",6.03,0.07,701,0
"male","Bachelor",6.03,0.04,650,0
"female","High School",17.49,0.15,542,0
"female","Associate",11.01,0.06,654,0
"male","Associate",10.37,0.31,615,1
"male","Bachelor",13.75,0.3,635,1
"male","Bachelor",9.99,0.27,647,1
"male","High School",10.75,0.27,614,1
"male","Associate",11.01,0.11,649,0
"female","High School",9.88,0.03,625,0
"female","High School",11.01,0.1,676,0
"male","High School",11.83,0.1,679,0
"male","Master",15.65,0.06,697,1
"female","Associate",11.48,0.07,655,0
"male","Bachelor",14.11,0.09,696,0
"male","High School",9.63,0.07,660,0
"male","Associate",9.32,0.04,658,0
"female","High School",6.17,0.09,543,0
"male","High School",11.01,0.26,635,1
"male","Master",10.75,0.26,730,1
"female","Associate",15.95,0.29,637,1
"male","Associate",14.46,0.11,670,0
"male","Bachelor",16.89,0.06,642,1
"male","High School",14.22,0.04,567,0
"female","Bachelor",10.46,0.11,694,0
"female","Master",10.99,0.02,688,0
"male","Associate",7.4,0.01,626,0
"male","Associate",11.01,0.16,666,0
"male","Bachelor",10.99,0.07,533,0
"female","Bachelor",17.49,0.13,614,1
"male","Bachelor",11.01,0.26,653,1
"female","Associate",14.09,0.26,596,1
"male","High School",11.86,0.26,617,1
"female","Master",19.03,0.07,637,0
"female","Bachelor",12.87,0.26,584,1
"male","High School",10.62,0.06,671,0
"male","Bachelor",14.96,0.51,683,1
"male","Master",12.69,0.08,637,0
"male","Bachelor",19.42,0.14,664,0
"male","Master",6.03,0.06,692,0
"female","Bachelor",12.42,0.07,647,0
"female","High School",14.27,0.04,655,0
"female","High School",7.9,0.05,589,0
"female","Associate",11.71,0.05,635,0
"female","Associate",14.96,0.27,625,1
